101|-0.71046061493|0.39334543762|-0.853184236267
102|-0.685409656726|0.169750713576|-0.878623094747
103|-0.607672440834|-0.0597969416711|-0.922355056609
104|-0.545664962607|-0.262499453743|-0.920836599126
105|-0.446214526601|-0.439045175771|-0.863139209
106|-0.334435950087|-0.566049889292|-0.728913281016
107|-0.236168305748|-0.653698223145|-0.585459059996
108|-0.128307367184|-0.712045321067|-0.488221730877
24|-0.00354849146401|-0.73799619898|-0.461364289002
110|0.131199109787|-0.733135962679|-0.466262199442
111|0.257373771199|-0.666487934012|-0.560781626341
112|0.359823738861|-0.569594984479|-0.666664889106
113|0.455878939364|-0.475272786995|-0.762199581604
114|0.583151236654|-0.255441185628|-0.895445263128
115|0.635035270608|-0.076593055883|-0.925024981148
116|0.688562921266|0.127095701882|-0.90624669312
117|0.711883056933|0.332170073984|-0.901990426153
7|-0.406302776083|0.360389456414|-0.383328256737
138|-0.34477414508|0.384294131116|-0.310253684249
139|-0.261521910706|0.396020592391|-0.286645173372
8|-0.160787895282|0.371046071664|-0.330243237009
141|-0.245621576158|0.334421719594|-0.323105980143
142|-0.328092143154|0.331973054751|-0.339942994735
11|0.163880511996|0.34074733643|-0.314140711047
144|0.250844605212|0.392490504074|-0.279030578851
145|0.340770354713|0.378980645804|-0.285841921386
12|0.432352000574|0.348665008376|-0.377158168878
147|0.333467711264|0.328033806608|-0.318530865652
148|0.246621391603|0.335053488011|-0.313137199532
1|-0.552168877878|0.483792334207|-0.466456539274
119|-0.459810924979|0.561780416181|-0.308160933539
2|-0.360178576451|0.566290707558|-0.216753374881
121|-0.249770054109|0.530336745189|-0.148694799479
3|-0.101941089981|0.482471777751|-0.124216132105
128|0.00843526194116|0.416310824525|-0.139142361862
129|0.00731217835113|0.267155736618|-0.106471830332
130|0.00190174006432|0.142359799355|-0.0544539305898
17|0.0|0.0|0.0
16|-0.118903311783|-0.0792784542251|-0.23553779698
133|-0.0504300242939|-0.104665185108|-0.171210015652
134|0.00312657092554|-0.111845126622|-0.154139340027
135|0.0687543983424|-0.0995458563329|-0.173275169304
18|0.148988810614|-0.0737848514841|-0.23851346235
4|0.0979764884322|0.465935806416|-0.131673602172
124|0.214281256931|0.497130488239|-0.135680573937
5|0.373011222167|0.520379035113|-0.223000042464
126|0.501607216527|0.500371303274|-0.31925158046
6|0.57362522379|0.457842172776|-0.465084060802
20|-0.2229832011|-0.277627584817|-0.354306324758
150|-0.157062857603|-0.248737641674|-0.270218764688
151|-0.0816354856174|-0.23618498428|-0.225237980338
22|-0.00391577759471|-0.24499812323|-0.2126098208
153|0.0629421066443|-0.230774971512|-0.208501270489
154|0.135507933036|-0.240646328001|-0.235471195707
21|0.240381217797|-0.283709533358|-0.332281891845
156|0.143706630542|-0.329461104518|-0.283978333058
157|0.084139951946|-0.355354733249|-0.256464077311
23|0.00813704018925|-0.360357397837|-0.250423014186
159|-0.0778260690655|-0.349041413147|-0.26966136614
160|-0.157111645515|-0.311971743234|-0.322383820174
161|-0.182660017757|-0.278377925956|-0.341170846656
162|-0.075943475389|-0.283519721316|-0.270854173882
163|-0.0026701322545|-0.286917503123|-0.254428375696
164|0.0685062003389|-0.285630836758|-0.257845545665
165|0.194170296105|-0.279641061937|-0.314605542849
166|0.0689862474833|-0.288076969827|-0.258696545259
167|-0.00273913414372|-0.28915723747|-0.25622946708
168|-0.0766989697362|-0.286311968999|-0.273027820051
